order_id,product_id,product_category,quantity,price_dollars,customer_id,order_date,country,state,sales_hour,discount_percent,return_status,sales_value,website_traffic,order_number,lifetime_value
960,2735,Books,9,106,18001,2022-02-09 23:00:00,USA,Texas,23,13,Returned,829.98,327,1,829.98
961,4575,Electronics,9,114,13491,2022-02-10 00:00:00,Canada,Ontario,0,4,Not Returned,984.9599999999999,329,2,1249.92
962,3185,Grocery,1,162,13009,2022-02-10 01:00:00,India,Maharashtra,1,15,Not Returned,137.7,636,1,137.7
963,2025,Home & Kitchen,10,36,28230,2022-02-10 02:00:00,Canada,Ontario,2,15,Returned,306.0,362,1,306.0
964,3964,Books,4,184,25169,2022-02-10 03:00:00,USA,Texas,3,7,Not Returned,684.4799999999999,189,2,1374.6799999999998
965,4786,Home & Kitchen,2,11,11619,2022-02-10 04:00:00,India,Maharashtra,4,16,Not Returned,18.48,598,1,18.48
966,2090,Home & Kitchen,7,11,23890,2022-02-10 05:00:00,UK,England,5,7,Not Returned,71.61,1000,1,71.61
967,3493,Grocery,3,127,28486,2022-02-10 06:00:00,Canada,Ontario,6,14,Returned,327.65999999999997,728,1,327.65999999999997
968,3482,Clothing,4,130,12707,2022-02-10 07:00:00,India,Maharashtra,7,4,Returned,499.2,979,1,499.2
969,3802,Books,5,109,20219,2022-02-10 08:00:00,Canada,Ontario,8,10,Returned,490.5,259,1,490.5
970,4904,Home & Kitchen,3,148,12061,2022-02-10 09:00:00,Canada,Ontario,9,15,Not Returned,377.4,113,1,377.4
971,2221,Grocery,8,130,18177,2022-02-10 10:00:00,India,Maharashtra,10,5,Not Returned,988.0,851,1,988.0
972,2053,Electronics,3,54,15099,2022-02-10 11:00:00,Australia,New South Wales,11,13,Returned,140.94,230,1,280.26
973,3876,Books,10,156,29149,2022-02-10 12:00:00,Canada,Ontario,12,18,Not Returned,1279.2,485,1,1279.2
974,2332,Home & Kitchen,6,172,11971,2022-02-10 13:00:00,Canada,Ontario,13,7,Returned,959.76,714,1,959.76
975,4067,Clothing,7,144,11244,2022-02-10 14:00:00,India,Maharashtra,14,3,Returned,977.76,440,1,977.76
976,2078,Grocery,1,148,23153,2022-02-10 15:00:00,India,Maharashtra,15,8,Not Returned,136.16,732,1,136.16
977,3606,Grocery,10,124,11103,2022-02-10 16:00:00,Australia,New South Wales,16,2,Returned,1215.2,575,2,1904.24
978,2159,Books,8,29,28344,2022-02-10 17:00:00,UK,England,17,4,Returned,222.72,648,1,222.72
979,3116,Clothing,5,127,14559,2022-02-10 18:00:00,India,Maharashtra,18,20,Not Returned,508.0,615,1,508.0
980,1523,Home & Kitchen,7,73,17113,2022-02-10 19:00:00,UK,England,19,16,Returned,429.24,999,1,429.24
981,1647,Clothing,7,58,29286,2022-02-10 20:00:00,Canada,Ontario,20,3,Returned,393.82,776,1,393.82
982,2604,Grocery,10,141,24529,2022-02-10 21:00:00,USA,California,21,17,Not Returned,1170.3,165,1,1170.3
983,3746,Electronics,3,194,27438,2022-02-10 22:00:00,Canada,Ontario,22,5,Not Returned,552.9,729,1,552.9
984,3239,Clothing,10,155,19993,2022-02-10 23:00:00,India,Maharashtra,23,10,Not Returned,1395.0,366,1,1395.0
985,4185,Home & Kitchen,3,146,14280,2022-02-11 00:00:00,Canada,Ontario,0,7,Returned,407.34,793,1,407.34
986,1607,Grocery,4,48,12300,2022-02-11 01:00:00,India,Maharashtra,1,2,Not Returned,188.16,194,1,188.16
987,4761,Clothing,4,83,19453,2022-02-11 02:00:00,USA,California,2,18,Returned,272.24,650,1,675.44
988,1326,Home & Kitchen,5,189,21600,2022-02-11 03:00:00,Canada,Ontario,3,15,Not Returned,803.25,960,1,803.25
989,4615,Clothing,8,158,12448,2022-02-11 04:00:00,India,Maharashtra,4,16,Not Returned,1061.76,537,1,1061.76
990,3093,Home & Kitchen,9,138,15536,2022-02-11 05:00:00,USA,Texas,5,3,Not Returned,1204.74,829,1,1204.74
991,2415,Electronics,3,177,13073,2022-02-11 06:00:00,UK,England,6,12,Not Returned,467.28000000000003,907,1,467.28000000000003
992,1638,Electronics,10,179,14444,2022-02-11 07:00:00,Canada,Ontario,7,19,Not Returned,1449.9,253,1,1449.9
993,2424,Grocery,4,160,11316,2022-02-11 08:00:00,USA,Texas,8,3,Returned,620.8,788,1,964.4499999999999
994,2082,Electronics,3,192,27065,2022-02-11 09:00:00,UK,England,9,8,Returned,529.9200000000001,634,1,529.9200000000001
995,2373,Books,9,75,14293,2022-02-11 10:00:00,India,Maharashtra,10,16,Not Returned,567.0,421,1,567.0
996,4069,Home & Kitchen,3,198,11386,2022-02-11 11:00:00,USA,California,11,7,Returned,552.42,563,1,552.42
997,4998,Electronics,4,39,19372,2022-02-11 12:00:00,India,Maharashtra,12,8,Returned,143.52,405,1,143.52
998,2117,Home & Kitchen,8,38,23985,2022-02-11 13:00:00,Canada,Ontario,13,15,Returned,258.4,844,1,258.4
999,2012,Books,2,178,16158,2022-02-11 14:00:00,UK,England,14,13,Not Returned,309.71999999999997,997,1,309.71999999999997
1000,4198,Home & Kitchen,2,152,21853,2022-02-11 15:00:00,India,Maharashtra,15,2,Not Returned,297.92,947,1,297.92
1001,1044,Clothing,5,98,21209,2022-02-11 16:00:00,India,Maharashtra,16,18,Returned,401.8,430,2,832.48
1002,4348,Grocery,3,164,10125,2022-02-11 17:00:00,UK,England,17,4,Returned,472.32,980,1,472.32
1003,1722,Grocery,1,157,26798,2022-02-11 18:00:00,Australia,New South Wales,18,12,Returned,138.16,257,1,410.5
1004,4222,Home & Kitchen,8,161,21282,2022-02-11 19:00:00,USA,California,19,6,Returned,1210.72,437,1,1210.72
1005,2668,Home & Kitchen,7,99,22331,2022-02-11 20:00:00,UK,England,20,10,Not Returned,623.7,652,1,623.7
1006,4441,Clothing,4,15,22040,2022-02-11 21:00:00,UK,England,21,3,Returned,58.199999999999996,182,1,58.199999999999996
1007,1553,Clothing,9,102,13154,2022-02-11 22:00:00,India,Maharashtra,22,8,Not Returned,844.5600000000001,960,1,844.5600000000001
1008,2613,Clothing,4,151,18135,2022-02-11 23:00:00,India,Maharashtra,23,9,Not Returned,549.64,599,1,549.64
1009,4468,Clothing,10,59,26600,2022-02-12 00:00:00,UK,England,0,5,Not Returned,560.5,680,1,560.5
1010,1270,Home & Kitchen,7,165,23191,2022-02-12 01:00:00,UK,England,1,19,Returned,935.5500000000001,392,1,935.5500000000001
1011,4801,Home & Kitchen,2,124,25222,2022-02-12 02:00:00,UK,England,2,3,Not Returned,240.56,461,1,240.56
1012,1332,Books,5,63,17038,2022-02-12 03:00:00,USA,California,3,9,Not Returned,286.65000000000003,108,1,942.1500000000001
1013,2717,Home & Kitchen,5,129,21873,2022-02-12 04:00:00,USA,Texas,4,17,Returned,535.35,420,1,880.45
1014,2348,Home & Kitchen,9,86,13047,2022-02-12 05:00:00,USA,Texas,5,6,Returned,727.56,718,1,1257.7199999999998
1015,1225,Electronics,5,84,14540,2022-02-12 06:00:00,India,Maharashtra,6,13,Not Returned,365.4,806,1,737.8
1016,2442,Clothing,5,61,16143,2022-02-12 07:00:00,Australia,New South Wales,7,16,Not Returned,256.2,849,1,1664.88
1017,3435,Books,4,23,19228,2022-02-12 08:00:00,USA,California,8,12,Returned,80.96,536,1,80.96
1018,1769,Electronics,3,44,11807,2022-02-12 09:00:00,Canada,Ontario,9,13,Not Returned,114.84,559,1,114.84
1019,1689,Home & Kitchen,10,126,17930,2022-02-12 10:00:00,Canada,Ontario,10,4,Returned,1209.6,440,2,2175.75
1020,2841,Home & Kitchen,4,162,23308,2022-02-12 11:00:00,USA,Texas,11,4,Not Returned,622.0799999999999,634,1,677.28
1021,3209,Books,4,78,24973,2022-02-12 12:00:00,Canada,Ontario,12,17,Returned,258.96,839,1,258.96
1022,1802,Books,1,93,22853,2022-02-12 13:00:00,USA,Texas,13,19,Not Returned,75.33,439,1,75.33
1023,4831,Home & Kitchen,2,97,25081,2022-02-12 14:00:00,India,Maharashtra,14,7,Not Returned,180.42,878,1,180.42
1024,4441,Electronics,7,182,28886,2022-02-12 15:00:00,Canada,Ontario,15,6,Returned,1197.56,501,1,1330.22
1025,1156,Home & Kitchen,9,23,25089,2022-02-12 16:00:00,UK,England,16,10,Not Returned,186.3,475,1,186.3
1026,3729,Electronics,5,79,26382,2022-02-12 17:00:00,Canada,Ontario,17,4,Returned,379.2,513,1,379.2
1027,1228,Home & Kitchen,8,88,26408,2022-02-12 18:00:00,Canada,Ontario,18,5,Not Returned,668.8,322,1,668.8
1028,1105,Electronics,2,145,16504,2022-02-12 19:00:00,Australia,New South Wales,19,18,Not Returned,237.8,857,1,237.8
1029,3364,Grocery,3,70,21182,2022-02-12 20:00:00,Australia,New South Wales,20,7,Not Returned,195.29999999999998,238,1,195.29999999999998
1030,2979,Grocery,8,70,21402,2022-02-12 21:00:00,Canada,Ontario,21,19,Not Returned,453.6,332,1,1146.15
1031,2481,Clothing,6,36,18965,2022-02-12 22:00:00,India,Maharashtra,22,19,Not Returned,174.96,934,1,174.96
1032,3167,Home & Kitchen,9,77,15035,2022-02-12 23:00:00,UK,England,23,11,Not Returned,616.77,854,2,1534.77
1033,1142,Books,2,64,19960,2022-02-13 00:00:00,Canada,Ontario,0,12,Returned,112.64,157,1,112.64
1034,1835,Home & Kitchen,7,31,23096,2022-02-13 01:00:00,Australia,New South Wales,1,11,Returned,193.13,364,1,193.13
1035,3683,Home & Kitchen,9,157,11880,2022-02-13 02:00:00,Australia,New South Wales,2,0,Returned,1413.0,797,1,1413.0
1036,4660,Home & Kitchen,5,19,19144,2022-02-13 03:00:00,Australia,New South Wales,3,0,Not Returned,95.0,666,1,95.0
1037,3440,Clothing,2,54,14764,2022-02-13 04:00:00,UK,England,4,13,Returned,93.96,348,1,93.96
1038,3269,Grocery,8,74,26359,2022-02-13 05:00:00,Canada,Ontario,5,16,Not Returned,497.28,871,1,497.28
1039,3919,Electronics,1,115,26700,2022-02-13 06:00:00,Australia,New South Wales,6,8,Not Returned,105.80000000000001,975,1,105.80000000000001
1040,3728,Clothing,3,190,14147,2022-02-13 07:00:00,UK,England,7,3,Not Returned,552.9,594,1,552.9
1041,2132,Books,5,161,19621,2022-02-13 08:00:00,India,Maharashtra,8,19,Returned,652.0500000000001,933,1,652.0500000000001
1042,1514,Grocery,6,49,18321,2022-02-13 09:00:00,Canada,Ontario,9,7,Not Returned,273.41999999999996,636,1,273.41999999999996
1043,2220,Books,3,70,24596,2022-02-13 10:00:00,Australia,New South Wales,10,16,Not Returned,176.4,870,1,176.4
1044,2492,Clothing,8,130,20890,2022-02-13 11:00:00,USA,California,11,2,Not Returned,1019.1999999999999,183,1,1019.1999999999999
1045,1101,Clothing,8,26,21691,2022-02-13 12:00:00,UK,England,12,8,Not Returned,191.36,933,1,191.36
1046,3117,Books,5,105,25934,2022-02-13 13:00:00,Canada,Ontario,13,8,Not Returned,483.0,404,1,483.0
1047,2872,Grocery,2,158,10035,2022-02-13 14:00:00,Canada,Ontario,14,8,Not Returned,290.72,514,1,290.72
1048,3022,Grocery,8,120,21068,2022-02-13 15:00:00,India,Maharashtra,15,9,Returned,873.6,475,1,873.6
1049,1993,Books,8,195,23270,2022-02-13 16:00:00,USA,California,16,15,Returned,1326.0,290,1,1326.0
1050,4413,Electronics,6,22,16412,2022-02-13 17:00:00,USA,Texas,17,5,Not Returned,125.39999999999999,507,1,125.39999999999999
1051,1217,Books,6,130,14760,2022-02-13 18:00:00,Australia,New South Wales,18,6,Not Returned,733.1999999999999,963,1,733.1999999999999
1052,2245,Electronics,2,45,23731,2022-02-13 19:00:00,USA,Texas,19,13,Not Returned,78.3,668,2,475.20000000000005
1053,2928,Electronics,4,72,18924,2022-02-13 20:00:00,UK,England,20,11,Returned,256.32,452,1,256.32
1054,1048,Books,6,147,21368,2022-02-13 21:00:00,India,Maharashtra,21,16,Not Returned,740.88,1000,1,740.88
1055,4608,Books,5,171,27117,2022-02-13 22:00:00,Australia,New South Wales,22,19,Not Returned,692.5500000000001,571,1,692.5500000000001
1056,2383,Grocery,5,200,21027,2022-02-13 23:00:00,UK,England,23,11,Not Returned,890.0,410,1,1090.9
1057,3152,Home & Kitchen,10,46,25165,2022-02-14 00:00:00,Canada,Ontario,0,20,Not Returned,368.0,597,1,368.0
1058,2006,Grocery,9,68,23838,2022-02-14 01:00:00,USA,Texas,1,12,Not Returned,538.5600000000001,384,1,538.5600000000001
1059,1333,Books,2,122,15580,2022-02-14 02:00:00,UK,England,2,7,Returned,226.92,302,1,359.52
1060,4924,Home & Kitchen,2,167,25214,2022-02-14 03:00:00,India,Maharashtra,3,1,Not Returned,330.66,406,1,330.66
1061,1878,Home & Kitchen,1,119,29030,2022-02-14 04:00:00,UK,England,4,9,Not Returned,108.29,385,1,936.11
1062,4257,Clothing,6,176,14972,2022-02-14 05:00:00,USA,Texas,5,1,Not Returned,1045.44,672,2,1774.56
1063,2373,Clothing,6,102,20915,2022-02-14 06:00:00,India,Maharashtra,6,15,Not Returned,520.1999999999999,948,1,520.1999999999999
1064,1123,Electronics,8,26,26186,2022-02-14 07:00:00,Australia,New South Wales,7,6,Not Returned,195.51999999999998,993,1,746.32
1065,2566,Electronics,8,95,18315,2022-02-14 08:00:00,USA,Texas,8,3,Not Returned,737.1999999999999,379,1,833.4799999999999
1066,2137,Home & Kitchen,7,72,19453,2022-02-14 09:00:00,Canada,Ontario,9,20,Returned,403.20000000000005,754,2,675.44
1067,3978,Home & Kitchen,3,49,16441,2022-02-14 10:00:00,Australia,New South Wales,10,15,Returned,124.95,413,1,124.95
1068,4298,Books,3,152,27898,2022-02-14 11:00:00,UK,England,11,13,Not Returned,396.71999999999997,673,1,521.8499999999999
1069,4297,Home & Kitchen,4,52,24149,2022-02-14 12:00:00,UK,England,12,7,Not Returned,193.44,430,1,193.44
1070,4372,Books,3,156,15864,2022-02-14 13:00:00,Canada,Ontario,13,4,Returned,449.28,459,1,449.28
1071,1689,Electronics,6,19,25085,2022-02-14 14:00:00,UK,England,14,12,Not Returned,100.32000000000001,126,1,100.32000000000001
1072,3953,Clothing,4,195,21388,2022-02-14 15:00:00,Australia,New South Wales,15,3,Returned,756.6,560,1,756.6
1073,4066,Clothing,8,42,11625,2022-02-14 16:00:00,UK,England,16,13,Not Returned,292.32,103,1,292.32
1074,2116,Books,3,71,20164,2022-02-14 17:00:00,Australia,New South Wales,17,7,Not Returned,198.08999999999997,194,1,198.08999999999997
1075,3347,Grocery,9,200,27422,2022-02-14 18:00:00,UK,England,18,18,Returned,1476.0,696,1,1476.0
1076,1123,Clothing,4,132,12001,2022-02-14 19:00:00,UK,England,19,17,Not Returned,438.23999999999995,100,1,438.23999999999995
1077,1022,Clothing,7,64,19084,2022-02-14 20:00:00,India,Maharashtra,20,7,Returned,416.64,909,1,416.64
1078,1964,Electronics,6,70,23531,2022-02-14 21:00:00,USA,Texas,21,8,Returned,386.40000000000003,832,1,386.40000000000003
1079,4891,Home & Kitchen,7,12,24461,2022-02-14 22:00:00,USA,California,22,5,Returned,79.8,697,1,79.8
1080,1431,Home & Kitchen,3,194,25707,2022-02-14 23:00:00,Canada,Ontario,23,5,Not Returned,552.9,598,2,1004.42
1081,4025,Electronics,5,95,24327,2022-02-15 00:00:00,USA,California,0,10,Not Returned,427.5,795,1,427.5
1082,2152,Clothing,10,22,11328,2022-02-15 01:00:00,Australia,New South Wales,1,13,Returned,191.4,111,1,191.4
1083,2609,Clothing,6,160,15734,2022-02-15 02:00:00,UK,England,2,20,Not Returned,768.0,475,1,768.0
1084,3845,Clothing,7,58,21379,2022-02-15 03:00:00,USA,Texas,3,15,Returned,345.09999999999997,622,1,345.09999999999997
1085,4706,Clothing,9,133,13117,2022-02-15 04:00:00,India,Maharashtra,4,1,Not Returned,1185.03,198,1,1185.03
1086,2942,Electronics,7,21,16231,2022-02-15 05:00:00,India,Maharashtra,5,15,Not Returned,124.95,669,1,124.95
1087,2628,Books,1,47,13624,2022-02-15 06:00:00,Canada,Ontario,6,6,Not Returned,44.18,673,1,44.18
1088,3436,Books,4,28,13661,2022-02-15 07:00:00,USA,Texas,7,5,Returned,106.39999999999999,674,1,106.39999999999999
1089,1308,Clothing,8,30,16074,2022-02-15 08:00:00,Australia,New South Wales,8,3,Returned,232.79999999999998,937,1,232.79999999999998
1090,2271,Grocery,4,172,14216,2022-02-15 09:00:00,Canada,Ontario,9,13,Not Returned,598.56,830,1,598.56
1091,1319,Grocery,10,164,23380,2022-02-15 10:00:00,India,Maharashtra,10,17,Returned,1361.2,535,1,1872.76
1092,2879,Clothing,4,88,22049,2022-02-15 11:00:00,Canada,Ontario,11,9,Not Returned,320.32,657,1,320.32
1093,4209,Home & Kitchen,3,105,19417,2022-02-15 12:00:00,Canada,Ontario,12,16,Not Returned,264.59999999999997,495,1,264.59999999999997
1094,2109,Home & Kitchen,10,185,23844,2022-02-15 13:00:00,USA,Texas,13,7,Returned,1720.4999999999998,802,1,1720.4999999999998
1095,2654,Clothing,6,105,11279,2022-02-15 14:00:00,UK,England,14,9,Not Returned,573.3000000000001,800,1,573.3000000000001
1096,2328,Books,8,31,16037,2022-02-15 15:00:00,USA,California,15,1,Not Returned,245.52,760,1,1076.77
1097,3999,Grocery,10,147,26617,2022-02-15 16:00:00,USA,California,16,18,Not Returned,1205.4,620,1,1205.4
1098,3926,Home & Kitchen,6,143,27503,2022-02-15 17:00:00,Australia,New South Wales,17,1,Not Returned,849.42,652,1,849.42
1099,3057,Electronics,1,111,18086,2022-02-15 18:00:00,USA,California,18,18,Not Returned,91.02000000000001,537,1,737.02
1100,2247,Electronics,8,82,12766,2022-02-15 19:00:00,UK,England,19,10,Not Returned,590.4,543,1,590.4
1101,3504,Home & Kitchen,6,14,22263,2022-02-15 20:00:00,Canada,Ontario,20,5,Returned,79.8,151,1,79.8
1102,2078,Home & Kitchen,8,93,13915,2022-02-15 21:00:00,Canada,Ontario,21,11,Not Returned,662.16,310,1,1147.92
1103,4206,Grocery,1,79,25147,2022-02-15 22:00:00,USA,Texas,22,10,Not Returned,71.10000000000001,634,1,120.9
1104,1132,Grocery,4,54,23145,2022-02-15 23:00:00,USA,California,23,18,Returned,177.12,730,1,177.12
1105,3709,Grocery,1,163,22961,2022-02-16 00:00:00,Australia,New South Wales,0,13,Returned,141.81,656,1,928.06
1106,1446,Home & Kitchen,5,126,18950,2022-02-16 01:00:00,Australia,New South Wales,1,1,Returned,623.7,545,1,623.7
1107,4263,Grocery,3,83,23208,2022-02-16 02:00:00,Australia,New South Wales,2,16,Not Returned,209.16,788,1,322.03999999999996
1108,1920,Grocery,5,93,17415,2022-02-16 03:00:00,USA,California,3,4,Not Returned,446.4,870,1,446.4
1109,1019,Electronics,3,113,12797,2022-02-16 04:00:00,Australia,New South Wales,4,15,Returned,288.15,151,1,585.69
1110,1774,Clothing,8,21,14438,2022-02-16 05:00:00,India,Maharashtra,5,11,Returned,149.52,544,1,693.52
1111,3467,Home & Kitchen,3,172,20816,2022-02-16 06:00:00,UK,England,6,16,Returned,433.44,844,1,433.44
1112,3856,Books,3,57,23271,2022-02-16 07:00:00,USA,California,7,16,Not Returned,143.64,440,1,143.64
1113,2022,Home & Kitchen,4,64,18409,2022-02-16 08:00:00,USA,California,8,20,Not Returned,204.8,111,1,204.8
1114,3205,Home & Kitchen,9,26,19476,2022-02-16 09:00:00,Canada,Ontario,9,20,Returned,187.20000000000002,126,1,598.52
1115,4526,Home & Kitchen,3,140,21275,2022-02-16 10:00:00,Australia,New South Wales,10,8,Not Returned,386.40000000000003,369,1,386.40000000000003
1116,3247,Grocery,3,154,20394,2022-02-16 11:00:00,India,Maharashtra,11,16,Returned,388.08,661,1,649.44
1117,3661,Grocery,5,159,14910,2022-02-16 12:00:00,UK,England,12,14,Not Returned,683.7,867,1,683.7
1118,1965,Home & Kitchen,7,98,16142,2022-02-16 13:00:00,India,Maharashtra,13,5,Not Returned,651.6999999999999,868,1,651.6999999999999
1119,2812,Clothing,9,72,11902,2022-02-16 14:00:00,Canada,Ontario,14,14,Not Returned,557.28,926,1,557.28
1120,4663,Clothing,8,106,23238,2022-02-16 15:00:00,USA,California,15,16,Not Returned,712.3199999999999,284,1,1427.58
1121,2075,Grocery,1,84,28497,2022-02-16 16:00:00,UK,England,16,11,Returned,74.76,959,1,74.76
1122,2806,Home & Kitchen,7,20,26191,2022-02-16 17:00:00,Australia,New South Wales,17,14,Not Returned,120.39999999999999,581,1,120.39999999999999
1123,2486,Electronics,10,170,19941,2022-02-16 18:00:00,India,Maharashtra,18,17,Not Returned,1411.0,563,1,1659.0
1124,2938,Clothing,7,137,25640,2022-02-16 19:00:00,USA,California,19,13,Not Returned,834.33,512,1,834.33
1125,2691,Home & Kitchen,5,185,22077,2022-02-16 20:00:00,USA,California,20,2,Not Returned,906.5,472,1,1309.46
1126,4777,Electronics,6,114,14340,2022-02-16 21:00:00,USA,Texas,21,10,Returned,615.6,672,1,1119.6
1127,1706,Electronics,3,175,10810,2022-02-16 22:00:00,UK,England,22,13,Returned,456.75,166,1,773.55
1128,4864,Home & Kitchen,2,199,11442,2022-02-16 23:00:00,USA,California,23,14,Returned,342.28,475,1,342.28
1129,3522,Clothing,4,125,14939,2022-02-17 00:00:00,UK,England,0,7,Returned,464.99999999999994,265,1,464.99999999999994
1130,3985,Books,8,186,29342,2022-02-17 01:00:00,UK,England,1,12,Returned,1309.44,158,1,1309.44
1131,4464,Electronics,5,113,18682,2022-02-17 02:00:00,Canada,Ontario,2,8,Not Returned,519.8000000000001,465,1,519.8000000000001
1132,2173,Home & Kitchen,2,135,16329,2022-02-17 03:00:00,Canada,Ontario,3,9,Returned,245.70000000000002,878,1,245.70000000000002
1133,1874,Books,6,190,11488,2022-02-17 04:00:00,Australia,New South Wales,4,4,Returned,1094.3999999999999,708,1,1094.3999999999999
1134,3389,Home & Kitchen,3,43,27898,2022-02-17 05:00:00,Australia,New South Wales,5,3,Not Returned,125.13,253,2,521.8499999999999
1135,2149,Grocery,7,119,15932,2022-02-17 06:00:00,Canada,Ontario,6,18,Returned,683.0600000000001,825,1,683.0600000000001
1136,2413,Electronics,5,43,11635,2022-02-17 07:00:00,India,Maharashtra,7,9,Returned,195.65,872,1,2117.2400000000002
1137,2289,Electronics,8,57,28709,2022-02-17 08:00:00,UK,England,8,19,Not Returned,369.36,559,1,369.36
1138,4085,Books,9,87,13780,2022-02-17 09:00:00,India,Maharashtra,9,13,Returned,681.21,568,1,681.21
1139,2265,Clothing,8,92,19249,2022-02-17 10:00:00,USA,Texas,10,10,Not Returned,662.4,822,1,662.4
1140,2069,Clothing,10,20,22830,2022-02-17 11:00:00,USA,California,11,2,Not Returned,196.0,410,1,196.0
1141,1984,Clothing,1,196,20523,2022-02-17 12:00:00,UK,England,12,18,Not Returned,160.72,103,1,889.72
1142,4236,Home & Kitchen,1,55,13976,2022-02-17 13:00:00,Australia,New South Wales,13,9,Not Returned,50.050000000000004,864,2,89.53
1143,1801,Books,4,191,22966,2022-02-17 14:00:00,Canada,Ontario,14,12,Not Returned,672.32,589,1,672.32
1144,4505,Books,3,189,15751,2022-02-17 15:00:00,Canada,Ontario,15,4,Not Returned,544.3199999999999,635,2,1351.82
1145,4589,Grocery,8,88,24520,2022-02-17 16:00:00,USA,California,16,19,Returned,570.24,743,1,570.24
1146,3210,Clothing,7,194,15170,2022-02-17 17:00:00,Australia,New South Wales,17,1,Returned,1344.42,845,1,1344.42
1147,4853,Clothing,4,121,11276,2022-02-17 18:00:00,USA,California,18,8,Not Returned,445.28000000000003,682,1,445.28000000000003
1148,1294,Clothing,2,113,24781,2022-02-17 19:00:00,UK,England,19,14,Not Returned,194.35999999999999,931,1,1083.56
1149,1220,Books,9,148,17249,2022-02-17 20:00:00,Canada,Ontario,20,1,Not Returned,1318.68,956,1,1318.68
1150,2873,Home & Kitchen,8,194,15578,2022-02-17 21:00:00,India,Maharashtra,21,19,Not Returned,1257.1200000000001,928,1,1257.1200000000001
1151,2173,Home & Kitchen,1,25,15855,2022-02-17 22:00:00,UK,England,22,14,Returned,21.5,904,1,378.7
1152,4557,Clothing,10,151,27708,2022-02-17 23:00:00,USA,California,23,19,Returned,1223.1000000000001,391,1,1223.1000000000001
1153,1381,Electronics,10,67,12196,2022-02-18 00:00:00,UK,England,0,8,Not Returned,616.4,243,1,1496.6
1154,3474,Books,6,142,20643,2022-02-18 01:00:00,India,Maharashtra,1,17,Not Returned,707.16,313,1,1042.56
1155,2742,Books,3,117,14352,2022-02-18 02:00:00,USA,California,2,18,Returned,287.82000000000005,359,2,669.4200000000001
1156,3260,Grocery,4,40,21896,2022-02-18 03:00:00,Australia,New South Wales,3,16,Not Returned,134.4,897,1,865.4
1157,1304,Clothing,4,82,15732,2022-02-18 04:00:00,Australia,New South Wales,4,5,Not Returned,311.59999999999997,690,1,311.59999999999997
1158,4443,Clothing,1,18,19792,2022-02-18 05:00:00,Australia,New South Wales,5,7,Returned,16.74,262,1,16.74
1159,1725,Electronics,2,131,24333,2022-02-18 06:00:00,USA,California,6,15,Returned,222.7,396,1,222.7
1160,1092,Home & Kitchen,2,127,20241,2022-02-18 07:00:00,Canada,Ontario,7,12,Not Returned,223.52,700,1,223.52
1161,3881,Grocery,9,163,29980,2022-02-18 08:00:00,UK,England,8,12,Not Returned,1290.96,613,1,1290.96
1162,3938,Electronics,9,184,24196,2022-02-18 09:00:00,USA,Texas,9,10,Returned,1490.4,300,1,1490.4
1163,1251,Grocery,9,74,16530,2022-02-18 10:00:00,Canada,Ontario,10,15,Not Returned,566.1,238,1,566.1
1164,3585,Electronics,8,138,12681,2022-02-18 11:00:00,Canada,Ontario,11,1,Returned,1092.96,309,1,1092.96
1165,2496,Electronics,9,123,23976,2022-02-18 12:00:00,UK,England,12,16,Not Returned,929.88,338,1,929.88
1166,1409,Home & Kitchen,8,74,15185,2022-02-18 13:00:00,Canada,Ontario,13,15,Not Returned,503.2,823,1,503.2
1167,1416,Books,5,145,20641,2022-02-18 14:00:00,Australia,New South Wales,14,6,Not Returned,681.5,611,1,681.5
1168,1083,Electronics,4,141,23350,2022-02-18 15:00:00,Canada,Ontario,15,2,Not Returned,552.72,315,1,1853.22
1169,3492,Home & Kitchen,6,171,29255,2022-02-18 16:00:00,USA,Texas,16,3,Not Returned,995.22,872,1,995.22
1170,1956,Grocery,7,177,27665,2022-02-18 17:00:00,USA,California,17,11,Returned,1102.71,719,1,1102.71
1171,4936,Clothing,4,150,28816,2022-02-18 18:00:00,India,Maharashtra,18,15,Returned,510.0,344,1,510.0
1172,3408,Clothing,9,104,19490,2022-02-18 19:00:00,Australia,New South Wales,19,16,Not Returned,786.24,335,1,786.24
1173,4846,Grocery,10,59,22950,2022-02-18 20:00:00,USA,Texas,20,5,Returned,560.5,825,1,560.5
1174,4852,Books,4,63,11160,2022-02-18 21:00:00,UK,England,21,19,Not Returned,204.12,897,1,204.12
1175,1216,Grocery,4,94,25739,2022-02-18 22:00:00,India,Maharashtra,22,12,Not Returned,330.88,865,1,330.88
1176,2839,Clothing,1,127,25986,2022-02-18 23:00:00,India,Maharashtra,23,19,Returned,102.87,744,1,241.47
1177,3101,Grocery,9,29,14222,2022-02-19 00:00:00,India,Maharashtra,0,7,Returned,242.73,851,1,242.73
1178,1891,Home & Kitchen,4,54,12936,2022-02-19 01:00:00,India,Maharashtra,1,14,Not Returned,185.76,822,1,185.76
1179,3938,Electronics,5,39,16494,2022-02-19 02:00:00,UK,England,2,12,Not Returned,171.6,736,1,171.6
1180,4003,Electronics,5,58,27309,2022-02-19 03:00:00,Canada,Ontario,3,10,Not Returned,261.0,522,1,261.0
1181,2736,Clothing,8,36,11558,2022-02-19 04:00:00,Canada,Ontario,4,10,Returned,259.2,660,1,1036.8
